label,message,cleaned,tokens
ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf,master buy bb cos sale hows bf,"['master', 'buy', 'bb', 'cos', 'sale', 'hows', 'bf']"
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",ahhhhjust woken uphad bad dream thoso dont like right didnt know anyth comedy night guess im,"['ahhhhjust', 'woken', 'uphad', 'bad', 'dream', 'thoso', 'dont', 'like', 'right', 'didnt', 'know', 'anyth', 'comedy', 'night', 'guess', 'im']"
ham,I'm vivek:)i got call from your number.,im viveki got call number,"['im', 'viveki', 'got', 'call', 'number']"
ham,Why didn't u call on your lunch?,didnt call lunch,"['didnt', 'call', 'lunch']"
ham,"What i mean was i left too early to check, cos i'm working a 9-6.",mean left ear check cos im work,"['mean', 'left', 'ear', 'check', 'cos', 'im', 'work']"
ham,I want  &lt;#&gt;  rs da:)do you have it?,want ltgt rs dado,"['want', 'ltgt', 'rs', 'dado']"
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care forevr goodfriend,"['bit', 'ur', 'smile', 'hppnss', 'drop', 'ur', 'tear', 'sorrow', 'part', 'ur', 'heart', 'life', 'heart', 'like', 'mine', 'wil', 'care', 'forevr', 'goodfriend']"
ham,Yup ok...,yup ok,"['yup', 'ok']"
ham,I want to see your pretty pussy...,want see pretty pussy,"['want', 'see', 'pretty', 'pussy']"
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,dear voucher holder next meal us use follow link pc enjoy din experiencehttpwwwvouchmecometlpdiningasp,"['dear', 'voucher', 'holder', 'next', 'meal', 'us', 'use', 'follow', 'link', 'pc', 'enjoy', 'din', 'experiencehttpwwwvouchmecometlpdiningasp']"
ham,"A few people are at the game, I'm at the mall with iouri and kaila",people game im mall iouri kaila,"['people', 'game', 'im', 'mall', 'iouri', 'kaila']"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,urgent try contact todays draw shows prize guarantee call land line claim valid hrs,"['urgent', 'try', 'contact', 'todays', 'draw', 'shows', 'prize', 'guarantee', 'call', 'land', 'line', 'claim', 'valid', 'hrs']"
spam,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,donate unicefs asian tsunami disaster support fund text donate add next bill,"['donate', 'unicefs', 'asian', 'tsunami', 'disaster', 'support', 'fund', 'text', 'donate', 'add', 'next', 'bill']"
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,future plann tomorrow result today best present enjoy future,"['future', 'plann', 'tomorrow', 'result', 'today', 'best', 'present', 'enjoy', 'future']"
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,cme want go hos morow wil cme got dear didnt say any time,"['cme', 'want', 'go', 'hos', 'morow', 'wil', 'cme', 'got', 'dear', 'didnt', 'say', 'any', 'time']"
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,suppos meet discuss abt trip thought xuhui told afternoon thought go lesson,"['suppos', 'meet', 'discuss', 'abt', 'trip', 'thought', 'xuhui', 'told', 'afternoon', 'thought', 'go', 'lesson']"
ham,Hey come online! Use msn... We are all there,hey come online use msn,"['hey', 'come', 'online', 'use', 'msn']"
ham,I'm fine. Hope you are good. Do take care.,im fine hope good take care,"['im', 'fine', 'hope', 'good', 'take', 'care']"
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,oops shower call hey park garage collaps university hospital see im crazy stuff like happen,"['oops', 'shower', 'call', 'hey', 'park', 'garage', 'collaps', 'university', 'hospital', 'see', 'im', 'crazy', 'stuff', 'like', 'happen']"
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,aiyo poor thing dun wan eat bathe already,"['aiyo', 'poor', 'thing', 'dun', 'wan', 'eat', 'bathe', 'already']"
ham,Yar... I tot u knew dis would happen long ago already.,yar tot knew dis would happen long ago already,"['yar', 'tot', 'knew', 'dis', 'would', 'happen', 'long', 'ago', 'already']"
ham,You are gorgeous! keep those pix cumming :) thank you!,gorgeous keep pix cumm thank,"['gorgeous', 'keep', 'pix', 'cumm', 'thank']"
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",boy late home father power frndship,"['boy', 'late', 'home', 'father', 'power', 'frndship']"
ham,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,jade paul didnt txt remember barm want talk txt,"['jade', 'paul', 'didnt', 'txt', 'remember', 'barm', 'want', 'talk', 'txt']"
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),spend new years brother fami lets plan meet next week ready spoil,"['spend', 'new', 'years', 'brother', 'fami', 'lets', 'plan', 'meet', 'next', 'week', 'ready', 'spoil']"
ham,So what u doing today?,today,['today']
ham,I said its okay. Sorry,said okay sorry,"['said', 'okay', 'sorry']"
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,slept thinkthis time ltgt pm dangerous,"['slept', 'thinkthis', 'time', 'ltgt', 'pm', 'dangerous']"
ham,Networking job is there.,network job,"['network', 'job']"
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,goldvik invit friend rep yes see wwwsmsacugoldvik stop send stop frnd,"['goldvik', 'invit', 'friend', 'rep', 'yes', 'see', 'wwwsmsacugoldvik', 'stop', 'send', 'stop', 'frnd']"
ham,Dont let studying stress you out. L8r.,dont let study stress lr,"['dont', 'let', 'study', 'stress', 'lr']"
ham,That's y u haf 2 keep me busy...,thats haf keep busy,"['thats', 'haf', 'keep', 'busy']"
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.,rush im work im school rush go hungry,"['rush', 'im', 'work', 'im', 'school', 'rush', 'go', 'hungry']"
ham,Which channel:-):-):):-).,channel,['channel']
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,tell coulda real valentine wasnt never pick noth,"['tell', 'coulda', 'real', 'valentine', 'wasnt', 'never', 'pick', 'noth']"
spam,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,phony award todays voda number end xxxx select receive award match please call quot claim code standard rate app,"['phony', 'award', 'todays', 'voda', 'number', 'end', 'xxxx', 'select', 'receive', 'award', 'match', 'please', 'call', 'quot', 'claim', 'code', 'standard', 'rate', 'app']"
ham,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",made eta taunton plann hope thats still okday good see xx,"['made', 'eta', 'taunton', 'plann', 'hope', 'thats', 'still', 'okday', 'good', 'see', 'xx']"
ham,I'm hungry buy smth home...,im hungry buy smth home,"['im', 'hungry', 'buy', 'smth', 'home']"
ham,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",hey kate hope ur ok give buz wedlunch go outsomewhere adrink towncud go watershd bit ppl fromwrk bthere love petexxx,"['hey', 'kate', 'hope', 'ur', 'ok', 'give', 'buz', 'wedlunch', 'go', 'outsomewhere', 'adrink', 'towncud', 'go', 'watershd', 'bit', 'ppl', 'fromwrk', 'bthere', 'love', 'petexxx']"
ham,My drive can only be read. I need to write,drive read need write,"['drive', 'read', 'need', 'write']"
ham,"Just looked it up and addie goes back Monday, sucks to be her",look addie goes back monday sucks,"['look', 'addie', 'goes', 'back', 'monday', 'sucks']"
ham,Happy new year. Hope you are having a good semester,happy new year hope good semester,"['happy', 'new', 'year', 'hope', 'good', 'semester']"
ham,Esplanade lor. Where else...,esplanade lor else,"['esplanade', 'lor', 'else']"
ham,Can you talk with me..,talk,['talk']
ham,"Hmph. Go head, big baller.",hmph go head big baller,"['hmph', 'go', 'head', 'big', 'baller']"
ham,Well its not like you actually called someone a punto. That woulda been worse.,well like actual call someone punto woulda worse,"['well', 'like', 'actual', 'call', 'someone', 'punto', 'woulda', 'worse']"
ham,"Nope. Since ayo travelled, he has forgotten his guy",nope since ayo travell forgotten guy,"['nope', 'since', 'ayo', 'travell', 'forgotten', 'guy']"
ham,You still around? Looking to pick up later,still around look pick later,"['still', 'around', 'look', 'pick', 'later']"
spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,cds congratulat ur award cd gift voucher gift guarantee freeentry wkly draw xt music tncs wwwldewcomwinppmxage,"['cds', 'congratulat', 'ur', 'award', 'cd', 'gift', 'voucher', 'gift', 'guarantee', 'freeentry', 'wkly', 'draw', 'xt', 'music', 'tncs', 'wwwldewcomwinppmxage']"
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,there someone year ltgt toyota camry like mr olayiwolas mileage ltgt kits clean need know much sell raise dough soon land sell holla back,"['there', 'someone', 'year', 'ltgt', 'toyota', 'camry', 'like', 'mr', 'olayiwolas', 'mileage', 'ltgt', 'kits', 'clean', 'need', 'know', 'much', 'sell', 'raise', 'dough', 'soon', 'land', 'sell', 'holla', 'back']"
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,guess pub im im happy pig clover whatever say,"['guess', 'pub', 'im', 'im', 'happy', 'pig', 'clover', 'whatever', 'say']"
ham,ILL B DOWN SOON,ill soon,"['ill', 'soon']"
ham,Oh k. . I will come tomorrow,oh come tomorrow,"['oh', 'come', 'tomorrow']"
ham,Go fool dont cheat others ok,go fool dont cheat other ok,"['go', 'fool', 'dont', 'cheat', 'other', 'ok']"
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",mobile numberpls sms ur mail idconvey regards achanammarakheshqatar,"['mobile', 'numberpls', 'sms', 'ur', 'mail', 'idconvey', 'regards', 'achanammarakheshqatar']"
ham,"By the way, 'rencontre' is to meet again. Mountains dont....",way rencontre meet mountains dont,"['way', 'rencontre', 'meet', 'mountains', 'dont']"
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,guarantee cash prize claim yr prize call customer service representative ampm cost,"['guarantee', 'cash', 'prize', 'claim', 'yr', 'prize', 'call', 'customer', 'service', 'representative', 'ampm', 'cost']"
ham,U attend ur driving lesson how many times a wk n which day?,attend ur driv lesson many time wk day,"['attend', 'ur', 'driv', 'lesson', 'many', 'time', 'wk', 'day']"
ham,"Uncle G, just checking up on you. Do have a rewarding month",uncle check reward month,"['uncle', 'check', 'reward', 'month']"
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,hello boytoy geeee im miss today like send tm remind im think lov lov kiss,"['hello', 'boytoy', 'geeee', 'im', 'miss', 'today', 'like', 'send', 'tm', 'remind', 'im', 'think', 'lov', 'lov', 'kiss']"
ham,I think the other two still need to get cash but we can def be ready by 9,think two still need get cash def ready,"['think', 'two', 'still', 'need', 'get', 'cash', 'def', 'ready']"
ham,Hey gals...U all wanna meet 4 dinner at nìte? ,hey galsu wanna meet dinner nte,"['hey', 'galsu', 'wanna', 'meet', 'dinner', 'nte']"
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,dear xxxxxxx uve invit xchat final attempt contact txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yrs,"['dear', 'xxxxxxx', 'uve', 'invit', 'xchat', 'final', 'attempt', 'contact', 'txt', 'chat', 'pmsgrcvdhgsuitelandsrowwjhl', 'ldn', 'yrs']"
ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,babe talk think good boy miss love,"['babe', 'talk', 'think', 'good', 'boy', 'miss', 'love']"
ham,Great! How is the office today?,great office today,"['great', 'office', 'today']"
ham,"It's cool, we can last a little while. Getting more any time soon?",cool last little gett any time soon,"['cool', 'last', 'little', 'gett', 'any', 'time', 'soon']"
ham,:-( sad puppy noise,sad puppy noise,"['sad', 'puppy', 'noise']"
ham,Yes its possible but dint try. Pls dont tell to any one k,yes possible dint try pls dont tell any one,"['yes', 'possible', 'dint', 'try', 'pls', 'dont', 'tell', 'any', 'one']"
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,anyway holla whenever youre around need excuse go creep people sarasota,"['anyway', 'holla', 'whenever', 'youre', 'around', 'need', 'excuse', 'go', 'creep', 'people', 'sarasota']"
ham,Where you. What happen,happen,['happen']
ham,I was gonna ask you lol but i think its at 7,gonna ask lol think,"['gonna', 'ask', 'lol', 'think']"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,ur cashbalance current pounds maximize ur cashin send go pmeg cc hgsuitelands rowwjhl,"['ur', 'cashbalance', 'current', 'pounds', 'maximize', 'ur', 'cashin', 'send', 'go', 'pmeg', 'cc', 'hgsuitelands', 'rowwjhl']"
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,private account state shows unredeem sim points call identifier codexx expire,"['private', 'account', 'state', 'shows', 'unredeem', 'sim', 'points', 'call', 'identifier', 'codexx', 'expire']"
ham,Go chase after her and run her over while she's crossing the street,go chase run shes cross street,"['go', 'chase', 'run', 'shes', 'cross', 'street']"
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),id like tell deepest darkest fantasy call pmin stop texts call nat rate,"['id', 'like', 'tell', 'deepest', 'darkest', 'fantasy', 'call', 'pmin', 'stop', 'texts', 'call', 'nat', 'rate']"
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,com friday leave pongaldo get any news work place,"['com', 'friday', 'leave', 'pongaldo', 'get', 'any', 'news', 'work', 'place']"
ham,Hey... Very inconvenient for your sis a not huh?,hey inconvenient sis huh,"['hey', 'inconvenient', 'sis', 'huh']"
ham,Ok i vl..do u know i got adsense approved..,ok vldo know got adsense approv,"['ok', 'vldo', 'know', 'got', 'adsense', 'approv']"
ham,"* Was really good to see you the other day dudette, been missing you!",real good see day dudette miss,"['real', 'good', 'see', 'day', 'dudette', 'miss']"
ham,I want to go to perumbavoor,want go perumbavoor,"['want', 'go', 'perumbavoor']"
ham,How many times i told in the stage all use to laugh. You not listen aha.,many time told stage use laugh listen aha,"['many', 'time', 'told', 'stage', 'use', 'laugh', 'listen', 'aha']"
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,wont believe true incredible txts rep learn tru amaz things blow mind ofwd ptxt,"['wont', 'believe', 'true', 'incredible', 'txts', 'rep', 'learn', 'tru', 'amaz', 'things', 'blow', 'mind', 'ofwd', 'ptxt']"
ham,(You didn't hear it from me),didnt hear,"['didnt', 'hear']"
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,thanks talk saturday dear cherish brother role model,"['thanks', 'talk', 'saturday', 'dear', 'cherish', 'brother', 'role', 'model']"
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,pls clarify back open return ticket prepon go back kerala,"['pls', 'clarify', 'back', 'open', 'return', 'ticket', 'prepon', 'go', 'back', 'kerala']"
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,natalie invit friend rep yes see wwwsmsacunataliek stop send stop frnd,"['natalie', 'invit', 'friend', 'rep', 'yes', 'see', 'wwwsmsacunataliek', 'stop', 'send', 'stop', 'frnd']"
ham,She ran off with a younger man. we will make pretty babies together :),ran younger man make pretty baby together,"['ran', 'younger', 'man', 'make', 'pretty', 'baby', 'together']"
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,jamster get free wallpaper text heart tc app need help call,"['jamster', 'get', 'free', 'wallpaper', 'text', 'heart', 'tc', 'app', 'need', 'help', 'call']"
ham,O ic lol. Should play 9 doors sometime yo,ic lol play doors sometime yo,"['ic', 'lol', 'play', 'doors', 'sometime', 'yo']"
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",dunno dad said com home bring us lunch yup go lor call reach school lor,"['dunno', 'dad', 'said', 'com', 'home', 'bring', 'us', 'lunch', 'yup', 'go', 'lor', 'call', 'reach', 'school', 'lor']"
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",sent jd customer service cum accounts executive ur mail id details contact us,"['sent', 'jd', 'customer', 'service', 'cum', 'accounts', 'executive', 'ur', 'mail', 'id', 'details', 'contact', 'us']"
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,desire going doctor liver get bit stylish get ur hair manag thats,"['desire', 'going', 'doctor', 'liver', 'get', 'bit', 'stylish', 'get', 'ur', 'hair', 'manag', 'thats']"
ham,Hmmm.still we dont have opener?,hmmmstill dont opener,"['hmmmstill', 'dont', 'opener']"
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,yeah basical any time next week get away mom amp get,"['yeah', 'basical', 'any', 'time', 'next', 'week', 'get', 'away', 'mom', 'amp', 'get']"
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",edison right said fool ask quest wise man answer know us speechless viva gmgngegnt,"['edison', 'right', 'said', 'fool', 'ask', 'quest', 'wise', 'man', 'answer', 'know', 'us', 'speechless', 'viva', 'gmgngegnt']"
ham,I will vote for wherever my heart guides me,vote wherever heart guide,"['vote', 'wherever', 'heart', 'guide']"
ham,With my sis lor... We juz watched italian job.,sis lor juz watch italian job,"['sis', 'lor', 'juz', 'watch', 'italian', 'job']"
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",tick tick tick could die loneli know pouts stomps feet need,"['tick', 'tick', 'tick', 'could', 'die', 'loneli', 'know', 'pouts', 'stomps', 'feet', 'need']"
ham,Lmao you know me so well...,lmao know well,"['lmao', 'know', 'well']"
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,double mins double txt price linerental latest orange bluetooth mobile call mobileupd latest offer calloptoutlf,"['double', 'mins', 'double', 'txt', 'price', 'linerental', 'latest', 'orange', 'bluetooth', 'mobile', 'call', 'mobileupd', 'latest', 'offer', 'calloptoutlf']"
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,train back northampton im afraid im stay skyv today ho ho around wednesday though fancy comedy club week way,"['train', 'back', 'northampton', 'im', 'afraid', 'im', 'stay', 'skyv', 'today', 'ho', 'ho', 'around', 'wednesday', 'though', 'fancy', 'comedy', 'club', 'week', 'way']"
ham,Goodnight da thangam I really miss u dear.,goodnight da thangam real miss dear,"['goodnight', 'da', 'thangam', 'real', 'miss', 'dear']"
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,hey next sun there basic yoga course bugis go pilate intro next sat tell time free,"['hey', 'next', 'sun', 'there', 'basic', 'yoga', 'course', 'bugis', 'go', 'pilate', 'intro', 'next', 'sat', 'tell', 'time', 'free']"
ham,"Geeeee ... Your internet is really bad today, eh ?",geeeee internet real bad today eh,"['geeeee', 'internet', 'real', 'bad', 'today', 'eh']"
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,free video camera phone half price line rental mths cross ntwk mins txts call mobileupd calloptout,"['free', 'video', 'camera', 'phone', 'half', 'price', 'line', 'rental', 'mths', 'cross', 'ntwk', 'mins', 'txts', 'call', 'mobileupd', 'calloptout']"
ham,I think i am disturbing her da,think disturb da,"['think', 'disturb', 'da']"
ham,"Sorry, I'll call you  later. I am in meeting sir.",sorry ill call later meet sir,"['sorry', 'ill', 'call', 'later', 'meet', 'sir']"
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,havent stuck orchard dads car going dinner leh free tonight,"['havent', 'stuck', 'orchard', 'dads', 'car', 'going', 'dinner', 'leh', 'free', 'tonight']"
ham,Ok i also wan 2 watch e 9 pm show...,ok also wan watch pm show,"['ok', 'also', 'wan', 'watch', 'pm', 'show']"
ham,I dunno lei... Like dun haf...,dunno lei like dun haf,"['dunno', 'lei', 'like', 'dun', 'haf']"
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,brother transfer ltgt ltgt pa,"['brother', 'transfer', 'ltgt', 'ltgt', 'pa']"
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,calls later afternoon onwords mtnl service get problem south mumbai hear cannt listen,"['calls', 'later', 'afternoon', 'onwords', 'mtnl', 'service', 'get', 'problem', 'south', 'mumbai', 'hear', 'cannt', 'listen']"
spam,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,uk break accommodationvoucher terms condit app claim mustprovide claim number,"['uk', 'break', 'accommodationvoucher', 'terms', 'condit', 'app', 'claim', 'mustprovide', 'claim', 'number']"
ham,Talk to g and x about that,talk,['talk']
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),hai dear friends new amp present number rajitha raj ranju,"['hai', 'dear', 'friends', 'new', 'amp', 'present', 'number', 'rajitha', 'raj', 'ranju']"
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,alfie moons children need song ur mob tell ur ms txt tone charity nokias poly charity polys zed profit charity,"['alfie', 'moons', 'children', 'need', 'song', 'ur', 'mob', 'tell', 'ur', 'ms', 'txt', 'tone', 'charity', 'nokias', 'poly', 'charity', 'polys', 'zed', 'profit', 'charity']"
ham,As in different styles?,different style,"['different', 'style']"
spam,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,win shopp spree every week start play text store skilgme tscs winawk age perweeksub,"['win', 'shopp', 'spree', 'every', 'week', 'start', 'play', 'text', 'store', 'skilgme', 'tscs', 'winawk', 'age', 'perweeksub']"
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,gud ni dearslp welltake careswt dreamsmuah,"['gud', 'ni', 'dearslp', 'welltake', 'careswt', 'dreamsmuah']"
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,want sent ltgt mesage today thats sorry hurts,"['want', 'sent', 'ltgt', 'mesage', 'today', 'thats', 'sorry', 'hurts']"
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",nd attempt contract weeks top prize either cash prize call,"['nd', 'attempt', 'contract', 'weeks', 'top', 'prize', 'either', 'cash', 'prize', 'call']"
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol",well im glad didnt find total disagreeable lol,"['well', 'im', 'glad', 'didnt', 'find', 'total', 'disagreeable', 'lol']"
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",guy flash go call call madam take care oh,"['guy', 'flash', 'go', 'call', 'call', 'madam', 'take', 'care', 'oh']"
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,want new nokia colour phone deliveredtomorrow free minute any mobile free texts free camcorder rep call,"['want', 'new', 'nokia', 'colour', 'phone', 'deliveredtomorrow', 'free', 'minute', 'any', 'mobile', 'free', 'texts', 'free', 'camcorder', 'rep', 'call']"
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,mark works tomorrow gets work house meet afterwards,"['mark', 'works', 'tomorrow', 'gets', 'work', 'house', 'meet', 'afterwards']"
ham,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",keep ur problems ur heart bcoz nobody fight amp fight ur self amp win battle vivekanand sd ham yeah give call youve got minute ham hi babe uawakefeellikw shitjustfound via aletter thatmum gotmarry thnovbehind ourbacks fuckinniceselfishdeviousbitchanywayil call,"['keep', 'ur', 'problems', 'ur', 'heart', 'bcoz', 'nobody', 'fight', 'amp', 'fight', 'ur', 'self', 'amp', 'win', 'battle', 'vivekanand', 'sd', 'ham', 'yeah', 'give', 'call', 'youve', 'got', 'minute', 'ham', 'hi', 'babe', 'uawakefeellikw', 'shitjustfound', 'via', 'aletter', 'thatmum', 'gotmarry', 'thnovbehind', 'ourbacks', 'fuckinniceselfishdeviousbitchanywayil', 'call']"
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),amaz rearrange letter give mean dormitory dirty room astronomer moon starer eyes see elec results lies lets recount motherinlaw woman hitler eleven plus two twelve plus one amaz,"['amaz', 'rearrange', 'letter', 'give', 'mean', 'dormitory', 'dirty', 'room', 'astronomer', 'moon', 'starer', 'eyes', 'see', 'elec', 'results', 'lies', 'lets', 'recount', 'motherinlaw', 'woman', 'hitler', 'eleven', 'plus', 'two', 'twelve', 'plus', 'one', 'amaz']"
ham,Aiya we discuss later lar... Pick ü up at 4 is it?,aiya discuss later lar pick,"['aiya', 'discuss', 'later', 'lar', 'pick']"
ham,Hey happy birthday...,hey happy birthday,"['hey', 'happy', 'birthday']"
ham,Sorry i missed your call. Can you please call back.,sorry miss call please call back,"['sorry', 'miss', 'call', 'please', 'call', 'back']"
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,omg one thing another cat worms bad day end,"['omg', 'one', 'thing', 'another', 'cat', 'worms', 'bad', 'day', 'end']"
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",good morn im suffer fever dysentry able come office today,"['good', 'morn', 'im', 'suffer', 'fever', 'dysentry', 'able', 'come', 'office', 'today']"
ham,I wont do anything de.,wont anyth de,"['wont', 'anyth', 'de']"
ham,What type of stuff do you sing?,type stuff sing,"['type', 'stuff', 'sing']"
ham,"St andre, virgil's cream",st andre virgils cream,"['st', 'andre', 'virgils', 'cream']"
ham,No no. I will check all rooms befor activities,check rooms befor activity,"['check', 'rooms', 'befor', 'activity']"
